职位,薪水,经验,学历,关键词,工作地址
机械英语翻译（沈阳）,1-2万,惠工,1-3年,"1、大专以上学历，有销售翻译经验，熟悉机械产品，尤其是带式输送机产品的优先考虑。
2、英语听说读写能力俱佳
3、从事：项目对接、管理、跟踪、维护
4、能适应短期出差

职位福利：五险一金、高温补贴","工作地点
沈阳沈河区新地中心1号楼
查看地图"
英语翻译（天津）,5000-10000元,3-5年,本科,岗位职责：  1、负责公司会议的英文同步翻译；  2、负责翻译邮件及日常项目、文件的相关资料；  3、陪同经理出差；  3、经理交办的其他日常工作；  任职资格：  1、本科以上学历，英语相关专业；  2、专业英语四级以上，优秀的口译和笔译能力，能够承担会议翻译工作；  3、沟通能力好，良好的组织协调能力；  4、能够承受一定的工作压力，有上进行；  5、能够接受出差。出差会比较多，介意的慎投。,"工作地点
天津西青区天安数码城
查看地图"
英语翻译,4000-6000元,燕庄,1-3年,翻译（口译与笔译）   岗位要求：    1、本科及以上学历，英语专业八级；  2、普通话标准；  3、性格活泼开朗，具有良好的沟通能力，工作踏实认真，有较强的责任心和事业心；    4、负责口语翻译及日常书面翻译。,"工作地点
郑州金水区楷林国际609室
查看地图"
英语翻译,7000-12000元,1-3年,本科,"岗位描述：
1、负责公司海外项目文件、合同、资料等进行翻译、整理及归档工作；
2、负责项目交流中的沟通协调工作，确保交流顺畅、准确无误；
3、协助处理项目组开展其他事务；
4、公司对外往来邮件的翻译。

任职要求：
1、英语专业四级以上，精通翻译工作听、说、读、写能力；有海外留学或工作经验者优先；
2、本科及以上学历，电气工程、机械工程等相关专业，熟悉行业专业知识，能快速理解并翻译技术文档；
3、具备良好的沟通协调能力、拥有较强的应变能力及团队协作能力；
4、具备较高的职业素养和职业道德、保守商业机密；
5、熟练各种办公软件。
工作时间：
周一到周六 8:00-17:00，单休（法定节假日休息）。","工作地点
无锡惠山区智慧大厦14楼1401室
查看地图"
英语翻译,7000-10000元,1-3年,本科,"岗位职责：
1、配合公司及产品在英文网站、阿里巴巴国际站、亚马逊、谷歌等其它 B2B平台等相关资料的翻译、更新、维护运营工作；
2、负责公司对外门户网站及国外自媒体平台的宣传撰写、翻译、发布和更新工作，如LinkedIn、Facebook、Twitter、Youtube、whatsapp等；
3、配合公司外贸业务团队对外销售报价、合同、往来邮件等其他活动翻译和具体事务性工作；
4、配合公司国外国外展会策划、客户来访参观、业务洽谈的接待和翻译工作；
5、负责公司相关宣传部门的英文资料翻译校对工作；
6、完成公司领导安排的其他临时性工作。
任职资格
1、英语、国际贸易等相关专业本科及以上学历， 2年以上国际贸易工作经验。
2、英语专八或大学六级，口语精通，有海外留学生活经验优先考虑，熟悉欧美或中东国家法律及商务政策优先。
3、 为人正直，事业心强，专业能力强，学习能力强，责任心强，具有良好的职业道德及团队精神。
4、 可适应短时间出差。","工作地点
市南区中铁青岛中心大厦-A座
查看地图"
药品国际注册英语翻译人员,6000-10000元,3-5年,本科,"1.负责药品国际注册全流程资料的中英双向翻译，确保翻译内容术语一致性、信息完整性、句式严谨性。
2.口译支持与沟通辅助。
3.主动对接药品国际注册专员，明确翻译需求（如目标市场、文件优先级、交付时效），根据注册进度调整翻译计划。​
4.协助注册专员梳理海外法规文件的英文核心信息，将复杂法规条款转化为易懂的中文解读，支撑注册策略制定（如某市场新增注册要求的影响分析）。
5.对接研发、生产、质量部门，获取翻译所需的原始资料（如工艺流程图、检验报告），若资料存在信息缺失，需协助沟通补充，确保翻译依据完整。​

6.完成翻译文件后，同步至相关部门（如法务、市场），并根据反馈进行必要的调整（如市场端对说明书翻译的通俗性优化建议）。​","工作地点
济南历城区春兰路1177号银丰国际生物城B12号楼
查看地图"
英语翻译,1-1.5万,5-10年,本科,岗位职责：     1. 承担口译工作       2. 学校书面文件英汉互译工作       3. 外籍员工和外事服务工作       4. 领导安排的其他临时性工作          任职要求：       1. 英语专业，TEM-8或雅思7.0以上       2. 40岁以下，5年以上工作经验       3. 本科以上学历，研究生优先       4. 有教育行业工作经验优先       5. 海外留学背景优先       6. 熟练的口译、笔译技能及现场陪同翻译能力,"工作地点
天津西青区华兰萨顿国际学校
查看地图"
英语翻译主管,1.5-2万·13薪,3-5年,本科,"一、岗位职责​

部门规划与管理：负责制定翻译部的工作计划和目标，组织实施并监督执行，根据实际情况及时调整，确保部门工作有序开展。同时，负责翻译资源的整合、管理和共享，包括翻译资料、词典、术语库等，提高翻译工作的效率和准确性。​
翻译质量把控：建立并完善翻译质量标准和流程，对重要翻译成果进行审核，确保翻译质量符合要求。定期组织翻译质量分析会，总结问题并提出改进措施。​
团队建设与管理：负责翻译团队的招聘、培训和绩效考核，提升团队成员的专业能力和工作效率。营造积极的团队氛围，增强团队凝聚力和协作精神。​
内外协调：协调翻译部与公司其他部门的沟通与协作，确保翻译工作满足各部门的需求。处理需求部门的翻译需求和反馈，维护良好的客户关系。​
二、任职要求​

学历与专业背景：英语翻译相关专业本科及以上学历，专业8级，笔译二级及以上。​
工作经验：具有 [3-5] 年以上翻译工作经验和 [1] 年以上团队管理经验。​
专业技能：精通英语等至少一门外语，具备优秀的笔译和口译能力；熟悉翻译行业的发展趋势和相关技术工具。​
综合能力：具备较强的管理能力、沟通协调能力、组织能力和解决问题的能力。​
职业素养：具备强烈的责任心、良好的职业素养和抗压能力，能够适应高强度的工作节奏。​","工作地点
集美区柬单点(厦门)信息科技有限公司
查看地图"
英语翻译,9000-10000元,3-5年,本科,岗位职责：    负责建立和维护符合 GMP、PIC/S 等国际标准的质量管理体系，包括起草、修订质量文件（如SOP、偏差报告等），并监督执行情况。 ‌   审查药品注册文件、稳定性研究报告等材料，确保符合FDA等国际监管机构要求；参与供应商资质审核及年度审计计划制定。    ‌参与国际认证检查（如PIC/S飞行检查），负责接待检查团队、提供证据材料及整改跟进，确保企业符合国际认证标准。  任职要求  药学相关专业本科及以上学历，具备3年以上制药行业经验；  熟悉欧盟GMP、PIC/S GMP等国际法规；  有较强的英语读写能力强，具备跨部门沟通协调能力和问题解决能力。 ‌,"工作地点
双流区成都倍特药业股份有限公司(双流生产基地)
查看地图"
英语翻译（项目）,5000-8000元,1-3年,本科,"岗位内容：
1. 负责公司所有英语资料的翻译工作，如邮件、文档、合同、技术说明等。
2. 协助相关部门进行与国外客户的英语邮件沟通。
3. 参与英语会议、谈判的口译和笔译工作。
任职要求：
1. 熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 能承受较大的工作压力，具备一定的英语翻译经验，熟悉使用常用办公软件和翻译工具。
3. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。","工作地点
香坊区天有为哈尔滨研究院四楼412
查看地图"
驻外工程英语翻译,1.9-2.2万,南大,3-5年,"岗位内容：
1. 担任公司驻外翻译工作，为公司提供口译、笔译服务
2. 能够做会议的现场翻译，熟悉建筑工程英语
任职要求：
1. 熟练掌握英语可以进行流利、准确的翻译工作
2. 能适应临时任务的变动，做好现场管理工作
3. 有一定的团队合作精神，能够顺利配合工作要求
4. 具有高度的责任感和敬业精神，工作认真负责，有海外工作经历，
5、能够处理海关等清关商务流程","工作地点
南京鼓楼区苏建大厦(云南路)云南路31-1号苏建大厦3楼
查看地图"
月薪1.4-1.5万诚聘驻外英语翻译,1.4-1.5万,经验不限,本科,岗位职责:  1.英语资料的翻译整理;  2对接相关政府机关及其他机构，做好事务衔接工  作;  3.与当地居民的沟通联络;  4.其他翻译类相关工作;  任职要求:  1.本科及以上学历，英语专业或非英语专业六级以上  水平，口语表达流利;  2.踏实肯干，有上进心和吃苦耐劳精神;  3.可以长期驻外;  福利待遇:  1.公司统一缴纳社会保险及海外人身意外险;  2.提供餐厅及单身宿舍，包食宿，有中国厨师负责餐  饮;  3.前两年国外工作十个月可回国休假15-2个月，第三年起可5个月回国休假1个月，若放弃5个月回国休假机会仍选择工作10个月回国休假的，额外给予1万元机票补贴;  4.休假期间享受休假生活津贴，约为1/4工资;  5.工作满一年起享受工龄补贴待遇每月200元，满两年每月400元，以此类推;  6.国内正规院校毕业，研究生及以上学历每月学历补贴500元，本科及研究生均为公司学历优待津贴文件中列明院校毕业的额外享受500元优待津贴:国外正规院校本科学历每月学历补贴500元，国外院校研究生及以上学历每月补贴1000元;  7.每年公司会根据员工表现给予调薪，对公司做出突出贡献者额外给予奖励;  8.根据所在项目生产经营情况安排年终奖金;  9.往返机票费、签证费等费用于下次赴莫工作时给予  报销;  10护照、黄皮书、健康证等办理费用入职后给予报销。  办公地点:莫桑比克职位福利：五险一金、年终分红、包吃、包住、通讯补助,"工作地点
济南市历城区仲宫镇杨而村月亮湾别墅区幽兰品境
查看地图"
英语翻译及外贸专员,5000-10000元,经验不限,本科,岗位职责：  1. 负责公司产品的海外市场推广和销售。  2. 独立完成外贸订单的洽谈、签约、跟单、收汇等整个外贸流程。  3. 维护好现有客户资源，积极开发新客户。   4.通过参加国外展会开拓国际市场    岗位要求：  1. 具备良好的英语听说读写能力，能和外商无障碍交流  2. 有外贸经验，熟悉外贸流程。  3. 具备良好的沟通协调能力及市场分析能力。  4.有驾照并能熟练驾驶者优先,"工作地点
石家庄鹿泉区冀商·硅谷产业园
查看地图"
驻外英语翻译,1-1.5万,经验不限,学历不限,"岗位职责：（1）在领导或项目负责人的安排下完成公司的各种笔译和口译工作； （2）负责公司与外国人的交流（比如产品销售）； （3）负责公司与政府部门之间的衔接和协调工作； （4）完成领导安排的其他临时性工作。
任职要求：（1）本科以上学历； （2）英语翻译、商务英语等专业，口语流利； （3）有较强的责任感，良好的沟通协调能力，良好的执行力和团队合作意识，能够熟练掌握Office系列办公软件； （4）反应灵敏,工作责任心强并能吃苦耐劳; （5）工作地点为驻埃塞俄比亚首都水泥厂，能接受长期在国外工作（四年期合同、一年回国一次）年薪10-15万，五险一金，带薪休假，资深工作者工资可面议。

职位福利：五险一金、包住、房补、采暖补贴、免费班车、员工旅游、节日福利","工作地点
石家庄正定县河北苹乐面粉机械集团有限公司
查看地图"
海外项目助理、英语翻译,8000-12000元,3-5年,大专,"岗位内容：
1. 负责公司所有英语资料的翻译工作，如邮件、文档、合同、技术说明等。
2. 协助相关部门进行与国外客户的英语邮件沟通。
3. 参与英语会议、谈判的口译和笔译工作。

任职要求：
1. 熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 能承受较大的工作压力，具备一定的英语翻译经验，熟悉使用常用办公软件和翻译工具。
3. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。","工作地点
江苏省南通市启东市汇龙镇经济开发区富源路1088号
查看地图"
高级英语翻译,1.3-2.5万,3-5年,本科,"本职位定岗为总裁秘书，专职英语翻译秘书。
岗位职责:
1. 负责总裁及其他需要翻译的同事进行日常沟通并完成翻译工作任务。配合领导语同事进行全英商务谈判，协调公司内外部资源
2.负责公司相关资料、文件、合同、邮件、外文文件的翻译及各类会议的口译工作
3. 与团队沟通和协作，包括分享项目或生产进展，告知潜在的延迟和生产问题，参加团队会议，协助反馈和更新
4. 负责组织开展各类外宾接待活动
5.负责总裁海外行程安排
6. 处理总裁吩咐的其他工作
任职资格：
1. 统招本科及以上学历
2. 英语及相关专业，需考过专八；或多年海外留学工作经验，母语程度口语
3. 非英专出身需3年以上的翻译工作经验，至少涉猎过金融翻译领域
4. 优秀的英语和中文口头和书面沟通能力，能做到流畅交传、翻译与撰写金融文章
5. 熟练使用Microsoft办公软件，如：Outlook, Excel, Word, PPT等
6. 有驾照
7. 身高160cm以上，长相端正、形象好、气质佳
其他技能：
1. 时间管理（能够在快节奏的工作环境中快速反应，多任务处理，承受压力，并在紧迫的期限内完成工作）
2.良好的团队合作精神和解决问题的能力，并具有强烈的奉献精神和客户服务意识
3.自我激励能力强，能快速学习广泛的知识领域
4.有驻海外工作经验者优先
4.兼会其他欧洲小语种优先（合乎此项要求者薪资可另谈）
至少达到专八、雅思7.5以上、CATTI口译二级以上、口语母语水平其中一个条件。
职位福利：五险一金、节日福利、带薪年假 、可接受英专优秀应届毕业生
本岗位为不定时工作制且公司执行大小周工作制，不能接受者勿扰！","工作地点
福建省厦门市湖里区枋钟路2360号金山财富广场中绿大厦
查看地图"
英语翻译,7000-14000元,1-3年,学历不限,"此位国外岗位（巴布亚新几内亚）
岗位职责
1、笔译:负责日常工作，如产品文件，邮件等；
2、口译:日常沟通；
3、外出翻译工作及日常工作。
岗位要求
1、国内毕业需要英语六级以上；
2、国外毕业雅思6.5以上；
待遇
五险，过节福利
工作时间
一年最多出国10个月，休2个月。
如果未出国期间正常按行政双休，法定节假日休","工作地点
太原小店区体育西路336号(长风街地铁站E口步行320米)c座2801
查看地图"
英语翻译实习生,130-150元/天,,本科,职位描述：1、负责公司各类文件的翻译工作；2、接受公司安排的其他翻译任务并保证翻译质量 3、整理、提取公司术语库4、公司安排的其他工作任职要求：  1、教育背景： 在校大学生，语言专业或相关专业，具备优秀的外语听说读写能力，CET-6及以上水平，或通过外语专业八级考试者优先。  2、语言能力： 精通中外文，能够准确理解并翻译专业领域的文献资料，具备良好的语言组织能力和表达能力。  3、细心严谨： 工作认真负责，注重细节，能够准确处理翻译中的各类问题。  4、团队协作： 具备良好的团队合作精神，能够与其他部门有效沟通协作。  5、抗压能力： 能够适应快节奏的工作环境，承受一定的工作压力。,"工作地点
北京市朝阳区金基业大厦307室
查看地图"
英语翻译,1.5-2万,1-3年,大专,1、负责公司商务会谈、公司重要活动的现场口译及相关资料的笔译整理；  2、协助总经理、车间主管做好日常员工管理工作及跟进协调；  3、外联沟通及销售，维护政府等相关部门以及公司代理商的关系;  4、采购、购买机票、组织活动等；  5、领导安排的其他事务。  6.能接受长期出差。    任职要求：  大专及以上学历，优秀的中英互译技能，能独立完成会议口译及笔译任务，良好的口头和书面表达能力，良好的沟通协调和组织能力。一年以上合资企业或大型跨国公司工作经验者优先。职位福利：绩效奖金、加班补助、包吃、包住、定期体检、带薪年假,"工作地点
成都台江区振武路三迪联邦中心33楼
查看地图"
英语翻译/编辑/MTPE（双休+五险一金）,6000-9000元·13薪,1-3年,本科,"【岗位诱惑力】
1、薪资结构：固定薪资4-7K（根据能力经验定薪）+绩效奖金（月度考核）+年终奖
2、周末双休。工作时间：8:30-11:50,13:00-17:30（冬季作息）
3、五险一金，试用期2个月
4、多样化假期（带薪年假5-15天、法定节假日、妇女节/儿童节选放、春节假10天）
5、传统节日现金福利，200元/次
6、生日礼品及生日会
7、每年一次调薪机会，各类奖金（年终奖、项目奖、评优奖）
8、定期团建（工作日）、不定期下午茶
9、正在完善的培训培养体系，明确的晋升级路线
【说明】！！！！该岗位需要进行线上中英互译测试，测试通过后再约面试~~~
【岗位职责】
1、对多种类型的文本（如技术文档、市场材料、软件UI、产品手册等）的机器翻译输出进行译后编辑；
2、执行轻量级译后编辑或全方位译后编辑，以满足不同客户和项目的质量要求；
3、确保编辑后的文本在语法、句法、术语、风格和文化适应性上完全符合目标语言习惯；
4、提取或更新客户级术语和行业级术语；
5、负责响应项目经理需求或反馈，编制或更新翻译风格指南。
【岗位要求】
1、本科及以上学历，语言相关专业，具备CATTI笔译证书或TEM-8；
2、具备1年以上翻译经验，有MTPE（译后编辑）经验佳；
3、熟练运用主流MT引擎和CAT工具进行高效的机器翻译，如深度智耀AI翻译、阿里翻译、谷歌翻译等机翻引擎和SDL Trados、Xbench等CAT工具或其他在线工具；
4、关注细节，关注内部客户需求，学习能力强，具备团队协作意识。","工作地点
长沙岳麓区湖南雅瑞思信息技术有限公司A3栋1楼临湖边
查看地图"
法规英语翻译实习生,95-145元/天,,本科,1.负责查找、收集、国际海外的法规和标准，形成系统数据库;   2.负责将国际法规、标准和认证要求翻译成中文，确保翻译的准确性和专业性;   3.管理项目，包括项目进度的监控、文件的整理和质量控制管理;   4.持续学习和掌握最新的AI工具和翻译工具，提高工作效率和翻译质量。职位要求：  1.本科及以上学历，翻译、语言学或相关专业；  2.精通中英文，具备优秀的双语表达和写作能力，具有第二外语和汽车、医疗器械和食品行业实习经验者优先；  3.熟悉应用AI和翻译工具；  4.工作细致耐心，富有责任感，能够在压力中保持高效。,"工作地点
西青区天津爱姆斯科技有限公司泰力堡科技大厦2号楼5层503室
查看地图"
英语翻译,6000-10000元,3-5年,本科,"岗位内容：
1. 协助总经理日常工作。
2. 英语简单教学。
任职要求：
1. 英语六级以上，熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。","工作地点
广东省佛山市南海区狮山镇狮山大学城和众路3号
查看地图"
海外英语翻译（合伙人）,7000-9000元,经验不限,本科,"急招！！！Guizhou籍优先；工作地点：贵阳和巴基斯坦；驻巴基斯坦满一年后带薪休假45天。
方舟科技（贵阳方舟科技有限公司/云上方舟科技（贵州）有限公司）招聘
贵阳方舟科技股份有限公司是创立于1998年的高新技术企业大数据企业，主要从事大型视频监控、计算机网络系统集成、建筑智能化等弱电项目的专业化公司，是新型智慧城市解决方案提供商，是中国西部安防系统集成商三十强、中国安防百强企业。方舟科技总部在中国贵州省贵阳市。贵州省绿水青山，风光秀丽，人称公园省，是全国首个大数据综合试验区。贵阳市是贵州省省会城市，是国家级大数据产业发展集聚区、大数据交易中心、数据中心集聚区，为中国首个国家森林城市。
公司实力雄厚，实缴注册资本10298.00万人民币，持有多项由国家工商、工信、公安、气象、保密、住建等主管部门颁发的资质许可和荣誉证书。同时，公司也已取得近百项专利和软件著作权证书。公司现有在职人员200余人，其中有教授4人、高级工程师12人、硕士博士14人，其售前的方案解决能力、售中的协调沟通能力、售后的网络（产品）故障维护能力都得到市场用户的高度赞誉，在行业内树立良好的口碑。所建设的弱电网络工程产品质量、工程质量，服务质量用户都有和很高的满意度，80%以上获得“优质工程”和“优良工程”评价！
公司在安防系统集成领域取得不俗业绩，特别是在视频监控领域内技术集成度最高、工程施工难度最大的“智慧（平安）城市”项目上，先后参与设计并承建了威宁县城市报警与监控系统（一期、二期、三期）、平坝县（一期、二期、三期）、盘县（一期、二期、三期）、三穗县、纳雍县、剑河县......等20余个市县的城市监控系统工程建设。方舟科技现已成为国内综合实力最强的新型智慧（平安）城市解决方案提供商之一。
方舟科技，为人类信息通信技术事业贡献力量！
目前，方舟科技响应国家“一带一路”战略，正在巴基斯坦开展业务，已经在巴基斯坦国首都伊斯兰堡设立分公司。方舟科技在巴基斯坦的使命是，把中国最好的安防产品和最优的智慧（平安）城市解决方案带到巴基斯坦，为平安巴基斯坦贡献力量。
方舟科技为了①给公司的“一带一路”行动战略提供源源不断地商务和技术团队支撑，②给公司总部的“大数据”行动战略提供源源不断地技术团队支撑，已在成都设立中继站—四川中电兴发科技有限公司，还在北京中关村设立研发中心—云上方舟科技有限公司。
方舟科技为进一步更好国际化和未来的IPO计划，已在香港设立分支机构--方舟科技集团（国际）有限公司。
方舟科技现正面向北京、四川、贵州乃至全国诚邀有识之士，加盟方舟科技。让我们一起，为人类信息通信技术事业贡献力量！
岗位职责：
①负责巴基斯坦项目技术人员、项目经理等与业主、合作伙伴、巴基斯坦当地人等日常沟通和交流的口译；
②负责整理各类资料、文件并分类保管及归档；参与国际部的投标文件的编制与递交。
③后期将负责其他城市甚至其他国家的新客户、新项目开拓。
④急招，近期陪同总经理赴巴基斯坦随行商务翻译。
岗位要求：

①具有较强文字写作和文档编排能力，英语CET6以上，中文能日常沟通，最好能识字和打字；
②行政管理、企业管理、工商管理、英语等相关专业本科以上学历；

③有较强的沟通协调、人际交往能力以及执行力；思路反应敏捷，悟性高，工作细心、严谨，具备优秀的公关交际能力，工作认真细致，有良好的服务意识、职业素养及保密意识；
④具备较强的中英文口笔译能力；

待遇：试用期1-3个月，试用合格后7000-8000元/月以上再加提成。


https://www.bilibili.com/video/av86489676/
工作地点：
巴基斯坦拉合尔市Plot 185,Block D2， Phase 1,Johar Town,Lahore

职位福利：股票期权、交通补助、餐补、通讯补助、弹性工作、年终分红、绩效奖金","工作地点
贵阳观山湖区群升千禧广场07B栋
查看地图"
英语翻译（实习生）,180-200元/天,,本科,"岗位职责：
1、学习美国、加拿大、欧洲的投资移民流程及相关法律政策；
2、学习并了解CASE处理的具体步骤与注意事项；
3、在Team Leader的指导下，协助准备移民申请材料（包括文件翻译、文件整理等）；
4、在客户移民面试培训时，协助外籍律师做好现场翻译及记录的工作；
5、上级领导交办的其他工作。
岗位要求：
1、本科以上学历，英语专业，具有相关工作经验者优先；
2、具有良好的中英文书面和口头表达能力，且英语专业四级以上；
3、工作严谨认真，耐心细致，能吃苦耐劳；
4、积极进取，责任心强，具有团队合作精神；
5、具备良好的沟通能力、领悟能力、逻辑思维能力；
6、保密意识强，对企业的忠诚度高，稳定性好。","工作地点
上海徐汇区淮海中路1045号2901室
查看地图"
英语翻译,5000-10000元,1-3年,本科,岗位要求：  1、英语、金融、经济、财会类专业；本科以上学历；  2、娴熟的英文听说读写能力；英语专业八级；  3、英语读写能力良好，翻译准确精炼，精通中外互译，中文文笔准确清晰；  4、工作认真细致、思维敏捷，责任心强、具有较强的抗压能力；      岗位职责：       1、负责公司内部的翻译工作，做好内外部的沟通口译工作；       2、负责中英文稿件如新闻公告、往来邮件、披露报告等资料文件的笔译工作；       3、起草英文文件；  职位福利：全勤奖、带薪年假、周末双休,"工作地点
雁塔区西安高新创业研发园C座601室
查看地图"
英语翻译,4000-6000元,1-3年,本科,1、能熟练完成英语口语、笔译任务，优秀应届生也可以考虑。  2、身体健康，工作责任心强，具备良好的职业操守，保守商业机密。  3、协助沟通：负责公司与外部工厂及外部商谈英汉的翻译、英语医疗类文件资料翻译、现场协调的翻译工作、协助外联事务。  4、其它，公司领导安排的其它工作  任职资格  1、语言能力：英语口语流利，具备出色的翻译能力、有证者优先。  2、高度保密，能够接受出差  3、工作地点在天津宝坻，最好是本地或居住在本地。,"工作地点
天津宝坻区宝善桥
查看地图"
英语翻译(驻非洲),1.5-2.5万,经验不限,大专,"本职位工作地点为非洲无意向者慎投
基本要求：
1.23-29岁，身体健康，无传染性疾病，无不良嗜好，优秀人员年龄可放宽；
2.出国意向强烈，能接受长期外派工作，不接受勿投；
3.有无经验均可，但需要有护照，不符合勿投；
4.英语专业，其他专业英语优秀可考虑。
岗位职责：
1.配合经理及工程师及对当地外国工人进行人事管理；
2.与外方进行沟通协调；
3.配合公司其他部门工作等；
4.领导其他安排。
工资待遇：
1.年薪人民币17万+1.2万/年社保补助,共计18.2万/年；
2.公司免费提供食宿及日常生活用品，负责办理员工的意外伤害保险；
3.公司配车辆及司机
4.根据工作表现及工作能力，晋升职位和薪资
5.公司负责往返机票及各类证件
工作地点：
赞比亚，莱索托，津巴布韦，马拉维，莫桑比克，纳米比亚等非洲国家
合同期及休假：
1.第一个合同期为一年半，合同期满后休假三个月；
2.第二个合同期为一年，合同期满后休假两个月。
再次提醒，本职位工作地点为非洲，无意向者慎投
职位福利：包吃、包住、配车配司机、配厨师、配保姆、通讯补助、出国去看看

职位亮点：赞比亚，莱索托，驻外，非洲","工作地点
中原区郑州市
查看地图"
英语翻译（电气自动化方向）,4000-8000元,1年以下,大专,"英语能够作为独立沟通语言；
熟悉电气自动化方向英语，能够用英语交流并翻译相关行业和产品资料；
电气自动化专业最佳，熟悉电气原理，电气绘图及PLC。","工作地点
于洪区沈阳安控电气科技有限公司
查看地图"
英语翻译,5000-8000元·13薪,经验不限,本科,"工作内容：
1. 编辑及更新英文网站内容；
2. 翻译软件语言包及帮助文档；
3. 负责网站的外部推广工作（英文论坛发帖，文章推广，以及Facebook, Twitter 等社交账号运营）；
4. 海外用户的技术支持。
职业要求：
1. 计算机， 电子商务， 英语相关专业；
2. 英语六级及以上，英语专业要求专四及以上，精通英语读写；
3. 经常浏览国外网站；
4. 熟悉软件及网络，对网络营销有浓厚的兴趣， 对流行事物有一定的见解；
5. 工作认真细致， 责任心强， 思维灵活；
6. 团队意识强，能和公司共同发展；
7. 有SEO 经验， SNS账号运营经验的优先。
福利待遇：
1. 薪资福利：薪资+全勤奖+绩效薪资+季度提成+年终奖
2. 周末双休，不提倡加班，注重工作效率。 工作时间：9:00-18:00，午休1个半小时，公司提供午休床。
3. 试用期购买五险一金，享受国家法定节假日，带薪年假，节日礼金，员工生日会等；
4. 公司定期组织部门聚餐娱乐、旅游等活动；
5. 工作日一三五水果，二四下午茶，零食无限量。","工作地点
长沙岳麓区麓谷企业广场F区-4栋F4栋1201室
查看地图"
注册文件英语翻译,8000-15000元,3-5年,本科,"工作内容：
1.负责公司中英，英中医药注册文件的专业英语翻译工作，确保翻译内容准确、专业、符合行业规范。
2.与项目团队紧密协作，理解文件背景和专业需求，及时沟通解决翻译过程中的问题。
3.对翻译后的文件进行校对审核，保证译文质量，符合提交标准。
4. 负责领导安排的其他工作内容。
任职要求
1.具有药学相关专业背景，熟悉医药行业术语和知识。
2.精通英语，具备较强的中英文书面表达能力，需要有3年以上中英互译的医药文件翻译经验。
3. 工作认真负责、细致、责任心强；具有良好的团队合作意识，具备一定的学历能力, 并能保质按时完成工作内容。
职位福利：五险一金、绩效奖金、加班补助、带薪年假、员工旅游、节日福利、周末双休等等","工作地点
陕西省西安市雁塔区科技五路与唐延路辅路交叉口东北80米303
查看地图"
英语翻译,5000-8000元,1-3年,大专,"岗位职责：
1、 负责项目的落地执行以及联络（包括但不限定于巡展，发布会，车展，试驾，商超展等），与客户沟通，明确项目需求、统筹等。
2、 根据项目计划，协助领导完成在活动实施前的各项具体准备工作。
3、 随时跟进项目运营情况，收集、整理、撰写项目文档资料，按时提交项目运营报告。
4、 配合项目团队，对活动进行合理规划，根据项目工作排期，配合领导按时间节点完成项目计划，控制时间节点。
5、 积极关注客户动向，及时跟进客户的需求变化，针对客户提出的问题提供可行性建议及解决办法，维系良好的客户关系，挖掘新的商业合作机会。
6、负责项目执行过程中的多方协调与沟通。
任职要求：
1、 大专以上学历，广告学、新闻学、营销相关专业，2年以上车企、电子行业、快消品等相关工作经验优先。
2、 有较强的文字功底、能够熟练使用WORD、EXCEL、PPT等办公软件。
3、 具备较强的逻辑思考能力和专业的广告知识，对创意、制作、媒介、执行等方面有深刻见解。
4、具备极强的英口语表达与倾听理解能力，有相关海外留学经验者优先。
5、熟练掌握和运作活动、会展等整体流程，对电子行业、快消品等相关行业活动策划和实施感兴趣。
6、 能够独立完成各项目的工作任务，尽快进入工作角色，具备较强的学习能力。
7、 坚韧、抗压能力强，有服务意识，工作细致认真，富有责任心，具备良好的人际沟通及协作能力，服从上级领导的安排，可根据项目需求随时出差。","工作地点
沈阳市浑南区新隆街1-26号金廊万科中心1305室
查看地图"
英语翻译,4000-8000元,经验不限,大专,"工作职责：
1.主要负责国际流程文件的翻译工作
2配合国际业务部进行文件的整理，以及资质的审核工作
3.邮件流畅
岗位要求：专四，专八或四六级

职位福利：五险一金、年终分红、节日福利","工作地点
保定竞秀区中诚·鸿悦国际26楼2605
查看地图"
英语翻译兼职 150/天,150元/天,经验不限,本科,"工作日期：9月10-26日（仅工作日，周末不用，要能连续做的）；
需1名兼职翻译人员，男女不限；
需要英文专业，至少英语6级以上
薪资：150/天，兼职结束后统一发放。
地点：福田区卓越大厦
服从安排，积极配合，认真仔细，做事有责任心。","工作地点
深圳福田区卓越大厦306
查看地图"
